price,link,longitude,baths,date,contentLen,size,postDate,CraigID,area,title,coord,beds,updateDate,latitude,numPic,zipcode
2072,/see/apa/4756562928.html,-122.352633,1,11-Nov,29,640,2014-11-11T09:36:20-0800,4756562928, (Belltown),Our holiday gift to you!! Fall Special!,"47.617273, -122.352633",1,2014-11-11T09:51:35-0800,47.617273,5,98121
1315,/see/apa/4757370488.html,-122.29929,1,11-Nov,17,640,2014-11-11T17:36:59-0800,4757370488, (Seattle),Built from the ground up NEW Apartments Coming November!!!,"47.720041, -122.299290",0.5,2014-11-11T17:36:59-0800,47.720041,7,98125
1950,/see/apa/4757384249.html,-122.275,1,11-Nov,30,638,2014-11-11T17:48:33-0800,4757384249, (columbia city),Apt 322! Unique Floor Plan! Island Kitchen! 24 HR Clubhouse!,"47.541200, -122.275000",1,2014-11-11T17:48:33-0800,47.5412,4,98118
1671,/see/apa/4756542988.html,-122.332937,1,11-Nov,4,638,2014-11-11T09:26:34-0800,4756542988," (South Lake Union, SLU, Amazon)",2 Weeks Free on Select 1- and 2-bedroom Renovated Apartments!,"47.621120, -122.332937",1,2014-11-11T09:26:34-0800,47.62112,6,98101
1671,/see/apa/4757130795.html,-122.325285,1,11-Nov,4,637,2014-11-11T14:43:07-0800,4757130795," (Lake Union, Eastlake, South Lake Union )",Pamper yourself in a Spacious One Bedroom + Balcony...,"47.634019, -122.325285",1,2014-11-11T14:43:07-0800,47.634019,0,98102
1525,/see/apa/4757118142.html,-122.3005,1,11-Nov,15,637,2014-11-11T14:35:15-0800,4757118142, (beacon hill/McClellan/downtown),UNIQUE LOCATION ON BEACON HILL @ THE DENNING,"47.584600, -122.300500",1,2014-11-11T14:35:15-0800,47.5846,8,98144
2200,/see/apa/4747220334.html,-122.336476,1,11-Nov,8,635,2014-11-05T07:41:42-0800,4747220334, (888 Western Ave),"Downtown luxury, 5-month lease assumption at ""The Post""","47.603649, -122.336476",1,2014-11-11T07:35:22-0800,47.603649,7,98104
1395,/see/apa/4756801703.html,-122.3426,1,11-Nov,13,635,2014-11-11T11:37:23-0800,4756801703, (FIRST HILL),EXCELENT LOCATION,"47.673400, -122.342600",1,2014-11-11T11:37:23-0800,47.6734,5,98103
1140,/see/apa/4757323867.html,-122.347012,1,11-Nov,16,633,2014-11-11T16:59:04-0800,4757323867, (North Seattle),Available December!,"47.731242, -122.347012",1,2014-11-11T16:59:04-0800,47.731242,19,98133
1926,/see/apa/4756543626.html,-122.342737,1,11-Nov,16,631,2014-11-11T09:26:53-0800,4756543626," (Dexter Ave, South Lake Union)","True North is Open Now, Come Lease your Home Today","47.626717, -122.342737",1,2014-11-11T09:26:53-0800,47.626717,23,98109
1375,/see/apa/4757314364.html,-122.3878,1,11-Nov,16,630,2014-11-11T16:51:34-0800,4757314364, (WEst Seattle/Alki),Accessible From Major Freeways! Modern Styling! Spacious One Bedroom,"47.539800, -122.387800",1,2014-11-11T16:51:34-0800,47.5398,6,98136
1268,/see/apa/4749239253.html,-122.302046,1,11-Nov,23,630,2014-11-06T11:36:59-0800,4749239253," (Seattle, WA)",Extra Large Studio/Private Patio/,"47.599079, -122.302046",0.5,2014-11-11T17:33:22-0800,47.599079,5,98122
1095,/see/apa/4753508453.html,-122.386438,1,11-Nov,11,630,2014-11-09T10:09:46-0800,4753508453, (3200 California Ave SW),WEST SEATTLE LARGE 1-BED REMODELED,"47.575620, -122.386438",1,2014-11-11T10:22:35-0800,47.57562,8,98116
1755,/see/apa/4720981254.html,-122.348424,1,11-Nov,9,627,2014-10-18T14:44:00-0700,4720981254, (NO RENT UNTIL 2015),GRAND OPENING SPECIALS SAVES U $$$ UNTIL 2015>Balcony>Quartz>Stainless,"47.612528, -122.348424",0.5,2014-11-11T10:42:12-0800,47.612528,11,98121
1325,/see/apa/4749557487.html,-122.342656,1,11-Nov,26,626,2014-11-06T14:44:37-0800,4749557487," (seattle, shoreline, edmonds, ballard)",***Now Leasing for December - Bicyclist's Dream!,"47.739028, -122.342656",1,2014-11-11T09:19:27-0800,47.739028,4,98133
1325,/see/apa/4749588748.html,-122.34272,1,11-Nov,26,626,2014-11-06T15:05:03-0800,4749588748," (Seattle, Shoreline, Edmonds, Ballard)","Apartments under $1400, available for December","47.739121, -122.342720",1,2014-11-11T09:19:07-0800,47.739121,5,98133
1325,/see/apa/4717654670.html,-122.342892,1,11-Nov,10,626,2014-10-16T11:59:49-0700,4717654670, (Shoreline),*** Malmo near Seattle,"47.739121, -122.342892",1,2014-11-11T09:19:35-0800,47.739121,4,98133
1325,/see/apa/4717538738.html,-122.342806,1,11-Nov,13,626,2014-10-16T10:57:23-0700,4717538738, (Shoreline),***Lovely NEW 1 Bedroom Apartments,"47.739107, -122.342806",1,2014-11-11T09:19:50-0800,47.739107,5,98133
1325,/see/apa/4747988806.html,-122.342677,1,11-Nov,26,626,2014-11-05T14:40:36-0800,4747988806," (Seattle, Shoreline, Edmonds)",*****Artist Style Appartment w/plenty of Natural Light,"47.739035, -122.342677",1,2014-11-11T09:20:20-0800,47.739035,4,98133
1325,/see/apa/4729829041.html,-122.342784,1,11-Nov,24,626,2014-10-24T10:53:55-0700,4729829041,,Open1 Bedroom with floor-ceiling windows,"47.739092, -122.342784",1,2014-11-11T09:20:34-0800,47.739092,4,98133
1325,/see/apa/4747950902.html,-122.342656,1,11-Nov,25,626,2014-11-05T14:16:46-0800,4747950902," (seattle, shoreline, Edmonds)","***Floor to Ceiling Windows, Beautiful Finishes","47.739020, -122.342656",1,2014-11-11T09:21:07-0800,47.73902,4,98133
1325,/see/apa/4729895507.html,-122.342892,1,11-Nov,25,626,2014-10-24T11:29:27-0700,4729895507,,***Bright Apartment with Dog Run and Pet Washing Station ***,"47.739092, -122.342892",1,2014-11-11T09:20:52-0800,47.739092,5,98133
1325,/see/apa/4728996854.html,-122.342935,1,11-Nov,23,626,2014-10-23T18:41:56-0700,4728996854, (Shoreline),"****Brand NEW, Modern Apartments","47.739092, -122.342935",1,2014-11-11T09:20:58-0800,47.739092,6,98133
1595,/see/apa/4756096894.html,-122.324245,1,11-Nov,16,625,2014-11-11T03:50:21-0800,4756096894, (Capitol Hill),"Newly renovated apartment, balcony, western sun!","47.622913, -122.324245",1,2014-11-11T03:50:21-0800,47.622913,19,98102
1375,/see/apa/4712716866.html,-122.324245,1,11-Nov,17,625,2014-10-13T11:09:23-0700,4712716866, (Capitol Hill),"Quiet location, convenient to downtown and Broadway!","47.622913, -122.324245",1,2014-11-11T03:42:38-0800,47.622913,17,98102
1250,/see/apa/4757011644.html,-122.314139,1,11-Nov,3,625,2014-11-11T13:32:20-0800,4757011644, (capitol hill),Capitol Hill Large 1 BR,"47.617747, -122.314139",1,2014-11-11T13:32:20-0800,47.617747,5,98122
1195,/see/apa/4757076974.html,-122.315175,1,11-Nov,22,625,2014-11-11T14:10:25-0800,4757076974, (North Beacon Hill),Gorgeous Vintage Building with High End Remodel W/D - Minutes to Rail ,"47.581818, -122.315175",1,2014-11-11T14:11:35-0800,47.581818,13,98144
845,/see/apa/4757241541.html,-122.264786,1,11-Nov,14,625,2014-11-11T15:57:15-0800,4757241541, (SandPoint nearby west Lake Washington), 1 bedroom and 1 bathroom 625 sf Apartment for $845 per month,"47.681281, -122.264786",1,2014-11-11T20:32:03-0800,47.681281,0,98115
1165,/see/apa/4757378641.html,-122.346185,1,11-Nov,16,623,2014-11-11T17:43:49-0800,4757378641," (Shoreline, Edmonds, North Seattle)","Reduced Price Studio! Last 1 left! Save Big! W&D, A/C! Avail.Dec-$1165","47.775654, -122.346185",0.5,2014-11-11T17:43:49-0800,47.775654,11,98133
1595,/see/apa/4756597203.html,-122.3447,1,11-Nov,4,621,2014-11-11T09:53:16-0800,4756597203, (Belltown/ Seattle),Why Commute? Walk your way to free rent until Jan. 2015!,"47.615100, -122.344700",1,2014-11-11T09:53:16-0800,47.6151,4,98121
2100,/see/apa/4746591899.html,-122.355285,1,11-Nov,11,620,2014-11-04T16:53:01-0800,4746591899, (Lower Queen Anne),2014 efficiency built inside a 1911 shell,"47.626322, -122.355285",1,2014-11-11T14:53:17-0800,47.626322,14,98109
1670,/see/apa/4757015607.html,-122.357829,1,11-Nov,4,620,2014-11-11T13:34:37-0800,4757015607, (Lower Queen Anne),1 bedroom just for you in the center of Seattle's best hot spots!,"47.620097, -122.357829",1,2014-11-11T13:34:37-0800,47.620097,5,98121
1559,/see/apa/4756747559.html,-122.378739,1,11-Nov,18,617,2014-11-11T11:09:22-0800,4756747559, (Interbay ),Huge Studio Apartment / One Bedroom Potential! 6 Weeks FREE! ,"47.647702, -122.378739",0.5,2014-11-11T11:09:22-0800,47.647702,5,98199
1322,/see/apa/4756902607.html,-122.353338,1,11-Nov,4,616,2014-11-11T12:31:01-0800,4756902607," (Seattle, WA)",Come Explore Your New Studio Home,"47.616420, -122.353338",0.5,2014-11-11T12:31:01-0800,47.61642,3,98121
1755,/see/apa/4731220057.html,-122.348424,1,11-Nov,12,615,2014-10-25T10:51:24-0700,4731220057, (Waterfront - Seattle),$250 Moves You In+NO RENT UNTIL NEXT YEAR!!! BRAND NEW Living! W/D,"47.612528, -122.348424",1,2014-11-11T10:48:58-0800,47.612528,13,98121
1295,/see/apa/4757374700.html,-122.3015,1,11-Nov,10,615,2014-11-11T17:40:30-0800,4757374700, (Lake City ),Brand New StudioApartment!!!!,"47.717000, -122.301500",0.5,2014-11-11T17:40:30-0800,47.717,3,98125
1790,/see/apa/4756655850.html,-122.385438,1,11-Nov,29,614,2014-11-11T10:22:51-0800,4756655850, (West Seattle),Get Everything You Want & Need In This Spectacular 1 Bedroom!!,"47.562920, -122.385438",1,2014-11-11T10:22:51-0800,47.56292,4,98116
1560,/see/apa/4756624561.html,-122.342682,1,11-Nov,23,613,2014-11-11T10:07:08-0800,4756624561, (Seattle),"Apply Today, Gaming Room, Walk To AMZN","47.626080, -122.342682",1,2014-11-11T10:07:08-0800,47.62608,12,98109
1165,/see/apa/4756861475.html,-122.293037,1,11-Nov,4,612,2014-11-11T12:09:00-0800,4756861475, (Seattle),"Available Now! Tour, Sign & get Keys to your new home.","47.722820, -122.293037",0.5,2014-11-11T12:09:00-0800,47.72282,4,98125
1785,/see/apa/4757010853.html,-122.345483,1,11-Nov,4,611,2014-11-11T13:31:53-0800,4757010853, (Belltown),Boutique Lofts with Free rent for the rest of 2014!,"47.614163, -122.345483",1,2014-11-11T13:31:53-0800,47.614163,4,98121
2026,/see/apa/4757391613.html,-122.3144,1,11-Nov,11,610,2014-11-11T17:54:39-0800,4757391613, (Capitol Hill),"Gorgeous, Brand New Apt w/ Tall Ceilings and TONS of Natural Light! ","47.623320, -122.314400",1,2014-11-11T17:54:39-0800,47.62332,6,98102
1709,/see/apa/4757379759.html,-122.354372,1,11-Nov,7,610,2014-11-11T17:44:45-0800,4757379759, (Seattle Center/Belltown),"You must see The VIEW OF ""THE SOUND"" from this Great Apartment!","47.619356, -122.354372",0.5,2014-11-11T17:44:45-0800,47.619356,3,98121
1200,/see/apa/4749717139.html,-122.291501,1,11-Nov,15,610,2014-11-06T16:40:45-0800,4749717139, (Madrona/Capitol Hill),Adorable 1BD in older triplex-off hill a bit,"47.615262, -122.291501",1,2014-11-11T09:31:40-0800,47.615262,7,98122
1995,/see/apa/4756665530.html,-122.3056,1,11-Nov,3,609,2014-11-11T10:27:50-0800,4756665530," (Amazon, Microsoft, Capitol Hill)",Large Apartment with an Island in the kitchen!! ,"47.611600, -122.305600",1,2014-11-11T14:19:34-0800,47.6116,9,98122
2195,/see/apa/4756760793.html,-122.344376,1,11-Nov,16,607,2014-11-11T11:16:14-0800,4756760793, (belltown),Beautiful Top Floor Loft ***2 Months Free***,"47.614237, -122.344376",1,2014-11-11T11:16:14-0800,47.614237,9,98121
2195,/see/apa/4751078852.html,-122.344272,1,11-Nov,22,607,2014-11-07T14:15:16-0800,4751078852, (seattle),Bright Loft in Belltown *2 Months Free*,"47.614239, -122.344272",0.5,2014-11-11T17:11:09-0800,47.614239,8,98121
1650,/see/apa/4756586934.html,-122.326755,1,11-Nov,4,607,2014-11-11T09:48:09-0800,4756586934, (Capitol Hill),Microsoft! Amazon! Great 1 Bedroom in Convenient Location! ,"47.615622, -122.326755",1,2014-11-11T09:48:09-0800,47.615622,10,98101
1525,/see/apa/4750778190.html,-122.323773,1,11-Nov,17,606,2014-11-07T11:22:15-0800,4750778190, (Seattle/Nortgate),*Under 500sqft AND Still Those Prices? Come to Creekside! More Space!*,"47.703047, -122.323773",1,2014-11-11T13:11:55-0800,47.703047,24,98125
1495,/see/apa/4747503389.html,-122.316134,1,11-Nov,9,606,2014-11-05T10:08:37-0800,4747503389, (University District near Wallingford),The PERFECT University District Apartment! Available January,"47.663942, -122.316134",1,2014-11-11T17:50:45-0800,47.663942,10,98105
1735,/see/apa/4757358333.html,-122.3256,1,11-Nov,5,605,2014-11-11T17:27:02-0800,4757358333, (Downtown/Seattle),"NO RENT, for the rest of the YeAr!","47.603600, -122.325600",1,2014-11-11T17:27:02-0800,47.6036,4,98104
1302,/see/apa/4757411278.html,-122.380131,1,11-Nov,72,605,2014-11-11T18:11:44-0800,4757411278, (west seattle),Affordable New Home in Beautiful West Seattle!! (Income Restricted),"47.562671, -122.380131",1,2014-11-11T18:11:44-0800,47.562671,6,98126
1675,/see/apa/4757579836.html,-122.352161,1,11-Nov,8,603,2014-11-11T21:18:34-0800,4757579836, (Belltown/Lower Queen Anne/ Downtown),Condo in the Gallery! Space Needle View + Amenities,"47.617504, -122.352161",1,2014-11-11T21:51:37-0800,47.617504,16,98121
1545,/see/apa/4757112135.html,-122.319115,1,11-Nov,19,602,2014-11-11T14:31:31-0800,4757112135, (Capitol Hill/1st HIll),A MUST SEE GORGEOUS ONE BEDROOM PAD!!!!!!!! Call Us For Details,"47.605310, -122.319115",1,2014-11-11T14:31:31-0800,47.60531,12,98104
1595,/see/apa/4743410803.html,-122.396185,1,11-Nov,15,600,2014-11-02T16:57:46-0800,4743410803, (Seattle/Ballard),Enjoy the ride at Cadence Apartments! NO RENT UNTIL 2015!!!,"47.668599, -122.396185",1,2014-11-11T09:46:18-0800,47.668599,12,98199
1505,/see/apa/4756756152.html,-122.347138,1,11-Nov,4,600,2014-11-11T11:13:47-0800,4756756152, (Belltown),Beautiful Kitchen In This One Bedroom with Private Terrace!,"47.617420, -122.347138",1,2014-11-11T11:13:48-0800,47.61742,16,98121
1499,/see/apa/4734533123.html,-122.39851,1,11-Nov,14,600,2014-10-27T15:34:44-0700,4734533123," (Ballard, Seattle)",Live FREE until 2015!! AVAILABLE NOW!! LIMITED TIME!!,"47.668971, -122.398510",1,2014-11-11T11:17:50-0800,47.668971,14,98199
1395,/see/apa/4750771320.html,-122.396185,1,11-Nov,6,600,2014-11-07T11:18:39-0800,4750771320," (Ballard, Seattle)",**FULLY RENOVATED LARGE 1/1 * NO RENT UNTIL 2015* OPEN 7 Days a week!,"47.668599, -122.396185",1,2014-11-11T15:57:16-0800,47.668599,11,98199
1395,/see/apa/4757568341.html,-122.360933,1,11-Nov,18,600,2014-11-11T21:01:20-0800,4757568341, (Queen Anne),Lovely One Bd. Apt. in Lower Level of House,"47.633709, -122.360933",1,2014-11-11T21:01:20-0800,47.633709,9,98119
1350,/see/apa/4756588128.html,-122.3476,1,11-Nov,47,600,2014-11-11T09:48:45-0800,4756588128, (Queen Anne),Move in by Saturday 11/15 and the rest of November is FREE!,"47.633900, -122.347600",1,2014-11-11T09:48:45-0800,47.6339,9,98109
1350,/see/apa/4745929077.html,-122.373839,1,11-Nov,24,600,2014-11-04T10:12:19-0800,4745929077," (Seattle, Queen Anne)","**OPEN HOUSE**Georgeous, Contemporary Condo in Queen Anne","47.637713, -122.373839",1,2014-11-11T18:14:42-0800,47.637713,10,98119
1350,/see/apa/4757150735.html,-122.356624,1,11-Nov,51,600,2014-11-11T14:55:47-0800,4757150735, (Upper Queen Anne/Seattle),We're So Thankful For You Moving Here - We're Offering 2 Weeks Free!,"47.630785, -122.356624",1,2014-11-11T14:55:47-0800,47.630785,14,98109
945,/see/apa/4756769489.html,-122.291691,1,11-Nov,6,600,2014-11-11T11:20:44-0800,4756769489, (Wedgwood),Large 1 bedroom w/ deck in beautiful Wedgwood!,"47.679220, -122.291691",1,2014-11-11T11:20:44-0800,47.67922,4,98115
775,/see/apa/4757358913.html,-122.3431,1,11-Nov,33,600,2014-11-11T17:27:28-0800,4757358913, (Greenwood Greenlake North Seattle),BIG studio! Now Available! Nice Greenwood neighborhood. rent it today!,"47.737700, -122.343100",0.5,2014-11-11T17:27:28-0800,47.7377,8,98133
1195,/see/apa/4757378212.html,-122.295037,1,11-Nov,10,596,2014-11-11T17:43:27-0800,4757378212, (Lake City),Don't Push off moving! Do it Now!! City North Apartments is leasing!!,"47.719220, -122.295037",1,2014-11-11T17:43:27-0800,47.71922,4,98125
1653,/see/apa/4757147879.html,-122.365363,1,11-Nov,35,595,2014-11-11T14:53:58-0800,4757147879, (Seattle),Designer Live/Work Loft Available Immediately! Great Deal!,"47.624418, -122.365363",1,2014-11-11T14:53:58-0800,47.624418,9,98119
1302,/see/apa/4756517156.html,-122.3547,1,11-Nov,20,592,2014-11-11T09:13:44-0800,4756517156, (West Seattle ),Large Urban 1 Bedroom 1Bath !!,"47.534400, -122.354700",1,2014-11-11T09:13:44-0800,47.5344,5,98106
1620,/see/apa/4756532643.html,-122.342433,1,11-Nov,37,590,2014-11-11T09:21:28-0800,4756532643, (South Lake Union),Great Studio you can move into TODAY for only $99!,"47.627352, -122.342433",0.5,2014-11-11T09:21:28-0800,47.627352,12,98109
1620,/see/apa/4757415631.html,-122.34184,1,11-Nov,4,590,2014-11-11T18:15:41-0800,4757415631, (Seattle),Move today to a FABULOUS STUDIO! Only $99 move in fee..,"47.627397, -122.341840",0.5,2014-11-11T18:15:41-0800,47.627397,8,98109
1475,/see/apa/4756501983.html,-122.348846,1,11-Nov,40,587,2014-11-11T09:05:55-0800,4756501983," (Belltown, SLU, Downtown, Queen Anne)",Amazing Water Views / 8 Weeks FREE & FREE Parking Until Jan 1st!,"47.617391, -122.348846",1,2014-11-11T09:05:55-0800,47.617391,6,98121
1475,/see/apa/4757195795.html,-122.348846,1,11-Nov,45,587,2014-11-11T15:25:15-0800,4757195795," (Belltown, Downtown, SLU, Queen Anne)",Experience Alto w/ the bonus of 2 Months Free & Free Parking!!,"47.617391, -122.348846",1,2014-11-11T15:25:15-0800,47.617391,11,98121
1050,/see/apa/4756903173.html,-122.324137,1,11-Nov,9,587,2014-11-11T12:31:19-0800,4756903173, (101 Boylston Ave E),Capital Hill 1 Bedroom,"47.618720, -122.324137",1,2014-11-11T12:31:19-0800,47.61872,4,98102
1450,/see/apa/4756615749.html,-122.325337,1,11-Nov,51,583,2014-11-11T10:02:35-0800,4756615749,,Prelease TODAY and move in on December 7th! 1BD/1BTH in Capitol Hill!,"47.626720, -122.325337",1,2014-11-11T10:02:35-0800,47.62672,8,98102
1595,/see/apa/4717832564.html,-122.353964,1,11-Nov,12,580,2014-10-16T13:46:08-0700,4717832564," (Queen Anne, Belltown, Downtown)",Large Studio! Smart Design! Spacious!,"47.619616, -122.353964",0.5,2014-11-11T14:20:08-0800,47.619616,13,98121
1340,/see/apa/4746367530.html,-122.323084,1,11-Nov,33,580,2014-11-04T14:14:31-0800,4746367530, (Seattle - Northgate),Open 1 bedroom! 2 Closets! Bright & Spacious! Available Nov. 7th! ,"47.708622, -122.323084",1,2014-11-11T10:34:27-0800,47.708622,9,98125
1661,/see/apa/4749500385.html,-122.319115,1,11-Nov,17,577,2014-11-06T14:08:17-0800,4749500385, (Capitol Hill/1st HIll),"Convenient, Elegante One Bedroom Available At Vantage Park!","47.605310, -122.319115",1,2014-11-11T14:34:35-0800,47.60531,12,98104
1398,/see/apa/4756859194.html,-122.348846,1,11-Nov,40,577,2014-11-11T12:07:47-0800,4756859194," (Belltown, SLU, Downtown, Queen Anne)",1 Month Free and Free Parking!! Come Tour Today!!,"47.617391, -122.348846",1,2014-11-11T12:07:47-0800,47.617391,9,98121
2025,/see/apa/4756704343.html,-122.3144,1,11-Nov,11,575,2014-11-11T10:47:18-0800,4756704343, (Capitol Hill),Quiet and Cozy with the Urban Dweller in Mind! 3 Walls of Windows!,"47.623320, -122.314400",1,2014-11-11T10:47:18-0800,47.62332,7,98102
1875,/see/apa/4757221323.html,-122.3144,1,11-Nov,2,575,2014-11-11T15:42:48-0800,4757221323, (Capitol Hill),Looking to Move Somewhere Special? A Building as Unique as You! ,"47.623320, -122.314400",1,2014-11-11T15:42:48-0800,47.62332,10,98102
1565,/see/apa/4757069389.html,-122.319115,1,11-Nov,16,575,2014-11-11T14:05:51-0800,4757069389, (Cap Hill/ 1st Hill),Attractive One Bedroom With Reasonable Rate! *Call For A Viewing*,"47.605310, -122.319115",1,2014-11-11T14:05:52-0800,47.60531,12,98104
1565,/see/apa/4749541959.html,-122.319115,1,11-Nov,17,575,2014-11-06T14:34:30-0800,4749541959, (1st Hill/ Cap Hill),Pet Friendly! Your New Oasis Awaits You at Vantage Park!!!!,"47.605310, -122.319115",1,2014-11-11T14:31:49-0800,47.60531,12,98104
1525,/see/apa/4756785165.html,-122.322937,1,11-Nov,33,575,2014-11-11T11:28:52-0800,4756785165, (Capitol Hill/First Hill),Great 1BR condo on Capitol Hill/First Hill - INCLUDES PARKING,"47.612320, -122.322937",1,2014-11-11T11:28:52-0800,47.61232,4,98101
1345,/see/apa/4756781123.html,-122.326749,1,11-Nov,3,575,2014-11-11T11:26:44-0800,4756781123, (CID/Downtown),Bright Studio with Gorgeous Courtyard View! Call Today!,"47.597520, -122.326749",0.5,2014-11-11T11:26:44-0800,47.59752,9,98104
1825,/see/apa/4757201527.html,-122.332063,1,11-Nov,24,574,2014-11-11T15:29:07-0800,4757201527, (Downtow Seattle),"Modern Urban Luxury, Outdoor Dog Run, Walk to Yoga and Shopping","47.613129, -122.332063",1,2014-11-11T15:29:07-0800,47.613129,8,98101
1563,/see/apa/4750745673.html,-122.348424,1,11-Nov,12,574,2014-11-07T11:04:51-0800,4750745673, (Waterfront - Seattle),Brand New ✔ Free Until 2015 ✔ Waterfront ✔ Pet Friendly ,"47.612528, -122.348424",1,2014-11-11T11:52:05-0800,47.612528,7,98121
1125,/see/apa/4757085873.html,-122.314546,1,11-Nov,42,573,2014-11-11T14:15:45-0800,4757085873, (University District),Spacious 1 Bedroom 2 Blocks From Campus Next To The Ave,"47.657684, -122.314546",1,2014-11-11T14:15:45-0800,47.657684,4,98105
1657,/see/apa/4756729955.html,-122.31622,1,11-Nov,27,571,2014-11-11T11:00:22-0800,4756729955, (1601 13th Avenue),Come Live In The Vibrant Capitol Hill Neighborhood,"47.588597, -122.316220",1,2014-11-11T11:00:22-0800,47.588597,8,98144
1575,/see/apa/4756775974.html,-122.3022,1,11-Nov,10,571,2014-11-11T11:24:09-0800,4756775974, (UW district !),Get a Head Start on Finding a Home for Winter Quarter at RUSSELL HALL!,"47.663300, -122.302200",0.5,2014-11-11T11:24:09-0800,47.6633,5,98105
1450,/see/apa/4738932877.html,-122.325337,1,11-Nov,53,570,2014-10-30T12:12:05-0700,4738932877,,Gorgeous 1BD/1BTH in Capitol Hill! Move in Today!,"47.626720, -122.325337",1,2014-11-11T09:47:36-0800,47.62672,6,98102
1450,/see/apa/4747520381.html,-122.325337,1,11-Nov,51,570,2014-11-05T10:17:28-0800,4747520381, (Queen Anne),Live in Capitol Hill the Seattle Urban Way! Move in 11/07!,"47.626720, -122.325337",1,2014-11-11T09:52:01-0800,47.62672,7,98102
1450,/see/apa/4756925143.html,-122.325337,1,11-Nov,49,570,2014-11-11T12:43:28-0800,4756925143, (Seattle/Capitol Hill),Lease Our Last Spacious 1 Br | 1 Bth Home Today!,"47.626720, -122.325337",1,2014-11-11T12:43:28-0800,47.62672,12,98102
1495,/see/apa/4746560187.html,-122.324037,1,11-Nov,3,569,2014-11-04T16:28:09-0800,4746560187, (Capitol Hill),Check out these new X-Large studios!!! ,"47.620020, -122.324037",0.5,2014-11-11T12:27:13-0800,47.62002,21,98102
1500,/see/apa/4757149399.html,-122.315683,1,11-Nov,23,568,2014-11-11T14:54:57-0800,4757149399, (Capitol Hill / Downtown Seattle),Large Corner Studio Available December- Tons of light and windows!,"47.613411, -122.315683",0.5,2014-11-11T14:54:57-0800,47.613411,17,98122
1779,/see/apa/4756854055.html,-122.315737,1,11-Nov,8,567,2014-11-11T12:04:59-0800,4756854055, (1601 13th Avenue),Settle Into An Amazing Home For Just In Time For the Holidays!,"47.615320, -122.315737",1,2014-11-11T12:04:59-0800,47.61532,8,98122
1635,/see/apa/4756677399.html,-122.319787,1,11-Nov,6,564,2014-11-11T10:33:39-0800,4756677399, (Capitol Hill / Seattle/ Capitol Hill),"Beautiful Studio! $1,600 Gift Card When You Move In!!!","47.613120, -122.319787",0.5,2014-11-11T10:33:39-0800,47.61312,7,98101
2395,/see/apa/4757396290.html,-122.344431,1,11-Nov,7,563,2014-11-11T17:58:37-0800,4757396290, (belltown),Top Floor Loft With A View! Incredible Specials!,"47.614210, -122.344431",1,2014-11-11T17:58:37-0800,47.61421,8,98121
2395,/see/apa/4752673534.html,-122.344323,1,11-Nov,8,563,2014-11-08T15:32:57-0800,4752673534, (Seattle),2 Story Loft on the 7th floor+View !!!!2 MONTHS FREE RENT ,"47.614266, -122.344323",1,2014-11-11T17:14:54-0800,47.614266,12,98121
2395,/see/apa/4757337023.html,-122.344472,1,11-Nov,4,563,2014-11-11T17:09:43-0800,4757337023, (belltown),Loft With A View Of The Sound! Get 2 Months Free,"47.614198, -122.344472",1,2014-11-11T17:15:45-0800,47.614198,8,98121
1686,/see/apa/4756599559.html,-122.386932,1,11-Nov,23,563,2014-11-11T09:54:25-0800,4756599559, (West Seattle),Come home to luxury at our brand new property! ,"47.556376, -122.386932",1,2014-11-11T09:54:52-0800,47.556376,9,98136
1315,/see/apa/4756734038.html,-122.3015,1,11-Nov,21,563,2014-11-11T11:02:23-0800,4756734038, (Northgate/ North Seattle College),OPEN ONE BEDROOM Brand New and Loaded w/ Amenities,"47.717000, -122.301500",1,2014-11-11T11:02:23-0800,47.717,4,98125
1302,/see/apa/4757144142.html,-122.385635,1,11-Nov,52,561,2014-11-11T14:51:32-0800,4757144142, (Seattle),Affordable 1 Bedroom Options Available NOW at Mural Apartments!,"47.560036, -122.385635",1,2014-11-11T14:51:32-0800,47.560036,15,98116
1775,/see/apa/4757352222.html,-122.3144,1,11-Nov,8,560,2014-11-11T17:22:10-0800,4757352222, (Capitol Hill),"Moving Dec 1st? Brand New 1 Bdrm w/ Street Entrance, Corner Windows!","47.623320, -122.314400",1,2014-11-11T17:22:11-0800,47.62332,6,98102
1675,/see/apa/4756726912.html,-122.3144,1,11-Nov,13,560,2014-11-11T10:58:50-0800,4756726912, (Capitol Hill),Live Between the Parks! Courtyard 1 Bdrm with Tons of Light!,"47.623320, -122.314400",1,2014-11-11T10:58:50-0800,47.62332,7,98102
1625,/see/apa/4756717362.html,-122.3144,1,11-Nov,15,560,2014-11-11T10:53:55-0800,4756717362, (Capitol Hill),"Courtyard 1 Bdrm. Spacious, Great Light, Boutique Community Feel!","47.623320, -122.314400",1,2014-11-11T10:53:55-0800,47.62332,7,98102
1595,/see/apa/4756592384.html,-122.3144,1,11-Nov,11,560,2014-11-11T09:50:51-0800,4756592384, (Capitol Hill),"Sick of the Seattle Freeze? Join a New, Community-Minded Building!","47.623320, -122.314400",1,2014-11-11T09:50:51-0800,47.62332,6,98102
